"I'm not sure.",ちょっとわからないな。
"It's getting colder these days.",最近、寒くなってきましたね。
"Please throw it away in the bin.",ゴミ箱に捨ててください。
"I woke up early in the morning.",私は朝早く目が覚めました。
"We were walking around.",私たちは歩いていた。
"What kind of fruits do you like?",あなたはどんな果物が好きですか？
"Why don't you come with me?",私と一緒に行きませんか？
"We wish all children happiness.",すべての子どもたちの幸せを願っています。
"He ran through with a smile.",彼は笑顔で駆け抜けていきました。
"I stood there without saying anything.",私は何も言わずに立っていました。
"I’m really moved by the movie.",その映画に本当に感動しました。
"How about going for a drink after work today?",今日、仕事が終わったら一杯どうでしょうか？
"She burst into tears to hear the story.",彼女はその話を聞いて涙を流した。
"I make enough money for both of us.",二人には十分な金額を稼いでますよ。
"You always blamed someone else.",君はいつも人のせいにします。
"Oops! I did it again.",あ、またやってしまいました。
"He is always complaining about everything.",彼は常に何についてでも文句ばかり言っています。
"Can I get something for you?",何か買ってこようか？
"To be really honest, I don’t want to go there.",本当のことを言うとあそこに行きたくないです。
"Congratulations, I am happy for you.",おめでとうございます、私も嬉しいです。
"Can I bring something for the party?",パーティーに何か持っていきましょうか？
"I don’t want to depend on you too much.",あなたに頼り過ぎたくありません。
"He is really annoying.",彼って本当にうっとうしいです。
"What makes it so good?",何がそんなに良いのでしょうか？
"It’s not a big deal for me.",私にとっては大したことではありません。
"It's the best job I've ever had.",今までで最高の仕事です。
"You’ll regret what you said.",言ったことを後で後悔しますよ。
"Don’t throw away a chance.",チャンスを無駄にしないでください。
"I hope it will bring on good results.",良い結果が出ることを期待しています。
"After years of overwork, he became sick.",長年の過労で彼は体調を崩しました。
"I couldn’t cheer her up.",彼女を元気づけることが出来なかった。
"No matter what I say, you don’t trust me.",私が何を言っても信じてくれませんよね。
"His story doesn’t add up.",彼の話は辻褄が合いません。
"When do I need to hand in this paper?",いつまでに提出すればいいのですか？
"I hope that she’ll get over it.",彼女がそれを乗り越えられますように。
"I’m getting along with my boyfriend.",彼と仲良くやっています。
"You can’t get away from reality.",現実からは逃れられないのです。
"I came up with a good idea!",いいアイデアが思いつきました。
"I’ll catch up with you later.",すぐ追いつくようにします。
"Their marriage is falling apart.",彼らの結婚生活は破綻しています。
"What did you find out?",どんなことがわかったのですか？
"There is a bad rumor going around about you.",君の悪い噂が広まっています。
"I don’t go for these kinds of movies.",この手の映画は見に行きません。
"Look out, the car is coming.",気をつけて、車が来ていますよ。
"I didn’t mean to hurt you.",傷つけるつもりはありませんでした。
"You should make use of this opportunity.",この機会を活用するべきです。
"Well, it's good and bad.",まあ、良くもあり、悪くもあります。
"You should take part in the lecture.",君はその講義に出席するべきです。
"What does it stand for?",それは何を意味していますか？
"How long did it take?",どのくらい時間がかかったんですか？
